"size_class","count","min_size_class","max_size_class","mp_size_class","size_width","n_s","db","min_d","max_d","mp"
"(0.254,0.304]",300,0.254,0.304,0.279,0.05,2.10113461269085,"(1.8e+03,1.9e+03]",1800,1900,1850
"(0.304,0.354]",297,0.304,0.354,0.329,0.05,2.08012326656394,"(1.8e+03,1.9e+03]",1800,1900,1850
"(0.354,0.404]",356,0.354,0.404,0.379,0.05,2.49334640705981,"(1.8e+03,1.9e+03]",1800,1900,1850
"(0.404,0.454]",283,0.404,0.454,0.429,0.05,1.9820703179717,"(1.8e+03,1.9e+03]",1800,1900,1850
"(0.454,0.504]",195,0.454,0.504,0.479,0.05,1.36573749824905,"(1.8e+03,1.9e+03]",1800,1900,1850
"(0.504,0.554]",129,0.504,0.554,0.529,0.05,0.903487883457066,"(1.8e+03,1.9e+03]",1800,1900,1850
"(0.554,0.604]",75,0.554,0.604,0.579,0.0499999999999999,0.525283653172714,"(1.8e+03,1.9e+03]",1800,1900,1850
"(0.604,0.654]",34,0.604,0.654,0.629,0.05,0.238128589438296,"(1.8e+03,1.9e+03]",1800,1900,1850
"(0.654,0.704]",14,0.654,0.704,0.679,0.0499999999999999,0.0980529485922399,"(1.8e+03,1.9e+03]",1800,1900,1850
"(0.704,0.754]",9,0.704,0.754,0.729,0.05,0.0630340383807255,"(1.8e+03,1.9e+03]",1800,1900,1850
"(0.754,0.804]",8,0.754,0.804,0.779,0.05,0.0560302563384227,"(1.8e+03,1.9e+03]",1800,1900,1850
"(0.804,0.854]",8,0.804,0.854,0.829,0.0499999999999999,0.0560302563384228,"(1.8e+03,1.9e+03]",1800,1900,1850
"(0.854,0.904]",6,0.854,0.904,0.879,0.05,0.042022692253817,"(1.8e+03,1.9e+03]",1800,1900,1850
"(0.904,0.954]",4,0.904,0.954,0.929,0.0499999999999999,0.0280151281692114,"(1.8e+03,1.9e+03]",1800,1900,1850
"(0.954,1]",9,0.954,1,0.977,0.046,0.0685152591094843,"(1.8e+03,1.9e+03]",1800,1900,1850
"(1.05,1.1]",1,1.05,1.1,1.075,0.05,0.00700378204230284,"(1.8e+03,1.9e+03]",1800,1900,1850
"(1.15,1.2]",1,1.15,1.2,1.175,0.05,0.00700378204230284,"(1.8e+03,1.9e+03]",1800,1900,1850
"(1.25,1.3]",1,1.25,1.3,1.275,0.05,0.00700378204230284,"(1.8e+03,1.9e+03]",1800,1900,1850
"(1.4,1.45]",1,1.4,1.45,1.425,0.05,0.00700378204230284,"(1.8e+03,1.9e+03]",1800,1900,1850
"(0.104,0.154]",200,0.104,0.154,0.129,0.05,1.09793588054458,"(1.9e+03,2e+03]",1900,2000,1950
"(0.154,0.204]",100,0.154,0.204,0.179,0.05,0.548967940272288,"(1.9e+03,2e+03]",1900,2000,1950
"(0.204,0.254]",200,0.204,0.254,0.229,0.05,1.09793588054458,"(1.9e+03,2e+03]",1900,2000,1950
"(0.254,0.304]",300,0.254,0.304,0.279,0.05,1.64690382081686,"(1.9e+03,2e+03]",1900,2000,1950
"(0.304,0.354]",297,0.304,0.354,0.329,0.05,1.6304347826087,"(1.9e+03,2e+03]",1900,2000,1950
"(0.354,0.404]",379,0.354,0.404,0.379,0.05,2.08058849363197,"(1.9e+03,2e+03]",1900,2000,1950
"(0.404,0.454]",318,0.404,0.454,0.429,0.05,1.74571805006588,"(1.9e+03,2e+03]",1900,2000,1950
"(0.454,0.504]",228,0.454,0.504,0.479,0.05,1.25164690382082,"(1.9e+03,2e+03]",1900,2000,1950
"(0.504,0.554]",154,0.504,0.554,0.529,0.05,0.845410628019323,"(1.9e+03,2e+03]",1900,2000,1950
"(0.554,0.604]",73,0.554,0.604,0.579,0.0499999999999999,0.400746596398771,"(1.9e+03,2e+03]",1900,2000,1950
"(0.604,0.654]",48,0.604,0.654,0.629,0.05,0.263504611330698,"(1.9e+03,2e+03]",1900,2000,1950
"(0.654,0.704]",24,0.654,0.704,0.679,0.0499999999999999,0.131752305665349,"(1.9e+03,2e+03]",1900,2000,1950
"(0.704,0.754]",14,0.704,0.754,0.729,0.05,0.0768555116381203,"(1.9e+03,2e+03]",1900,2000,1950
"(0.754,0.804]",9,0.754,0.804,0.779,0.05,0.0494071146245059,"(1.9e+03,2e+03]",1900,2000,1950
"(0.804,0.854]",9,0.804,0.854,0.829,0.0499999999999999,0.049407114624506,"(1.9e+03,2e+03]",1900,2000,1950
"(0.854,0.904]",2,0.854,0.904,0.879,0.05,0.0109793588054457,"(1.9e+03,2e+03]",1900,2000,1950
"(0.904,0.954]",3,0.904,0.954,0.929,0.0499999999999999,0.0164690382081687,"(1.9e+03,2e+03]",1900,2000,1950
"(0.954,1]",1,0.954,1,0.977,0.046,0.0059670428290466,"(1.9e+03,2e+03]",1900,2000,1950
"(1,1.05]",2,1,1.05,1.025,0.05,0.0109793588054457,"(1.9e+03,2e+03]",1900,2000,1950
"(1.05,1.1]",2,1.05,1.1,1.075,0.05,0.0109793588054457,"(1.9e+03,2e+03]",1900,2000,1950
"(1.1,1.15]",3,1.1,1.15,1.125,0.0499999999999998,0.0164690382081687,"(1.9e+03,2e+03]",1900,2000,1950
"(1.15,1.2]",1,1.15,1.2,1.175,0.05,0.00548967940272287,"(1.9e+03,2e+03]",1900,2000,1950
"(1.4,1.45]",1,1.4,1.45,1.425,0.05,0.00548967940272287,"(1.9e+03,2e+03]",1900,2000,1950
"(0.104,0.154]",50,0.104,0.154,0.129,0.05,0.916422287390029,"(2e+03,2.1e+03]",2000,2100,2050
"(0.154,0.204]",25,0.154,0.204,0.179,0.05,0.458211143695015,"(2e+03,2.1e+03]",2000,2100,2050
"(0.204,0.254]",50,0.204,0.254,0.229,0.05,0.916422287390029,"(2e+03,2.1e+03]",2000,2100,2050
"(0.254,0.304]",75,0.254,0.304,0.279,0.05,1.37463343108504,"(2e+03,2.1e+03]",2000,2100,2050
"(0.304,0.354]",75,0.304,0.354,0.329,0.05,1.37463343108504,"(2e+03,2.1e+03]",2000,2100,2050
"(0.354,0.404]",96,0.354,0.404,0.379,0.05,1.75953079178885,"(2e+03,2.1e+03]",2000,2100,2050
"(0.404,0.454]",81,0.404,0.454,0.429,0.05,1.48460410557185,"(2e+03,2.1e+03]",2000,2100,2050
"(0.454,0.504]",70,0.454,0.504,0.479,0.05,1.28299120234604,"(2e+03,2.1e+03]",2000,2100,2050
"(0.504,0.554]",56,0.504,0.554,0.529,0.05,1.02639296187683,"(2e+03,2.1e+03]",2000,2100,2050
"(0.554,0.604]",33,0.554,0.604,0.579,0.0499999999999999,0.60483870967742,"(2e+03,2.1e+03]",2000,2100,2050
"(0.604,0.654]",22,0.604,0.654,0.629,0.05,0.403225806451613,"(2e+03,2.1e+03]",2000,2100,2050
"(0.654,0.704]",10,0.654,0.704,0.679,0.0499999999999999,0.183284457478006,"(2e+03,2.1e+03]",2000,2100,2050
"(0.704,0.754]",4,0.704,0.754,0.729,0.05,0.0733137829912023,"(2e+03,2.1e+03]",2000,2100,2050
"(0.754,0.804]",6,0.754,0.804,0.779,0.05,0.109970674486803,"(2e+03,2.1e+03]",2000,2100,2050
"(0.804,0.854]",1,0.804,0.854,0.829,0.0499999999999999,0.0183284457478006,"(2e+03,2.1e+03]",2000,2100,2050
"(0.854,0.904]",1,0.854,0.904,0.879,0.05,0.0183284457478006,"(2e+03,2.1e+03]",2000,2100,2050
"(1,1.05]",2,1,1.05,1.025,0.05,0.0366568914956011,"(2e+03,2.1e+03]",2000,2100,2050
"(1.1,1.15]",2,1.1,1.15,1.125,0.0499999999999998,0.0366568914956013,"(2e+03,2.1e+03]",2000,2100,2050
"(1.25,1.3]",1,1.25,1.3,1.275,0.05,0.0183284457478006,"(2e+03,2.1e+03]",2000,2100,2050
"(1.45,1.5]",1,1.45,1.5,1.475,0.05,0.0183284457478006,"(2e+03,2.1e+03]",2000,2100,2050
