"size_class","count","min_size_class","max_size_class","mp_size_class","size_width","n_s","db","min_d","max_d","mp"
"(1.6,1.65]",1,1.6,1.65,1.625,0.0499999999999998,0.0135786543553534,"(400,450]",400,450,425
"(1.8,1.85]",1,1.8,1.85,1.825,0.05,0.0135786543553534,"(400,450]",400,450,425
"(0.104,0.154]",100,0.104,0.154,0.129,0.05,1.27412881442314,"(450,500]",450,500,475
"(0.154,0.204]",50,0.154,0.204,0.179,0.05,0.637064407211569,"(450,500]",450,500,475
"(0.204,0.254]",100,0.204,0.254,0.229,0.05,1.27412881442314,"(450,500]",450,500,475
"(0.254,0.304]",150,0.254,0.304,0.279,0.05,1.91119322163471,"(450,500]",450,500,475
"(0.304,0.354]",146,0.304,0.354,0.329,0.05,1.86022806905778,"(450,500]",450,500,475
"(0.354,0.404]",178,0.354,0.404,0.379,0.05,2.26794928967318,"(450,500]",450,500,475
"(0.404,0.454]",140,0.404,0.454,0.429,0.05,1.78378034019239,"(450,500]",450,500,475
"(0.454,0.504]",81,0.454,0.504,0.479,0.05,1.03204433968274,"(450,500]",450,500,475
"(0.504,0.554]",53,0.504,0.554,0.529,0.05,0.675288271644263,"(450,500]",450,500,475
"(0.554,0.604]",23,0.554,0.604,0.579,0.0499999999999999,0.293049627317322,"(450,500]",450,500,475
"(0.604,0.654]",12,0.604,0.654,0.629,0.05,0.152895457730776,"(450,500]",450,500,475
"(0.654,0.704]",8,0.654,0.704,0.679,0.0499999999999999,0.101930305153851,"(450,500]",450,500,475
"(0.704,0.754]",8,0.704,0.754,0.729,0.05,0.101930305153851,"(450,500]",450,500,475
"(0.754,0.804]",5,0.754,0.804,0.779,0.05,0.0637064407211569,"(450,500]",450,500,475
"(0.804,0.854]",2,0.804,0.854,0.829,0.0499999999999999,0.0254825762884628,"(450,500]",450,500,475
"(0.854,0.904]",3,0.854,0.904,0.879,0.05,0.0382238644326941,"(450,500]",450,500,475
"(0.904,0.954]",3,0.904,0.954,0.929,0.0499999999999999,0.0382238644326942,"(450,500]",450,500,475
"(0.954,1]",3,0.954,1,0.977,0.046,0.0415476787311893,"(450,500]",450,500,475
"(1,1.05]",1,1,1.05,1.025,0.05,0.0127412881442314,"(450,500]",450,500,475
"(1.05,1.1]",1,1.05,1.1,1.075,0.05,0.0127412881442314,"(450,500]",450,500,475
"(1.15,1.2]",1,1.15,1.2,1.175,0.05,0.0127412881442314,"(450,500]",450,500,475
"(1.2,1.25]",1,1.2,1.25,1.225,0.05,0.0127412881442314,"(450,500]",450,500,475
"(1.4,1.45]",2,1.4,1.45,1.425,0.05,0.0254825762884627,"(450,500]",450,500,475
"(1.55,1.6]",1,1.55,1.6,1.575,0.05,0.0127412881442314,"(450,500]",450,500,475
"(2.05,2.1]",1,2.05,2.1,2.075,0.0500000000000003,0.0127412881442313,"(450,500]",450,500,475
"(0.104,0.154]",100,0.104,0.154,0.129,0.05,1.04433188867422,"(500,550]",500,550,525
"(0.154,0.204]",50,0.154,0.204,0.179,0.05,0.52216594433711,"(500,550]",500,550,525
"(0.204,0.254]",100,0.204,0.254,0.229,0.05,1.04433188867422,"(500,550]",500,550,525
"(0.254,0.304]",150,0.254,0.304,0.279,0.05,1.56649783301133,"(500,550]",500,550,525
"(0.304,0.354]",149,0.304,0.354,0.329,0.05,1.55605451412459,"(500,550]",500,550,525
"(0.354,0.404]",180,0.354,0.404,0.379,0.05,1.8797973996136,"(500,550]",500,550,525
"(0.404,0.454]",147,0.404,0.454,0.429,0.05,1.5351678763511,"(500,550]",500,550,525
"(0.454,0.504]",109,0.454,0.504,0.479,0.05,1.1383217586549,"(500,550]",500,550,525
"(0.504,0.554]",83,0.504,0.554,0.529,0.05,0.866795467599602,"(500,550]",500,550,525
"(0.554,0.604]",50,0.554,0.604,0.579,0.0499999999999999,0.522165944337111,"(500,550]",500,550,525
"(0.604,0.654]",31,0.604,0.654,0.629,0.05,0.323742885489008,"(500,550]",500,550,525
"(0.654,0.704]",18,0.654,0.704,0.679,0.0499999999999999,0.18797973996136,"(500,550]",500,550,525
"(0.704,0.754]",6,0.704,0.754,0.729,0.05,0.0626599133204532,"(500,550]",500,550,525
"(0.754,0.804]",11,0.754,0.804,0.779,0.05,0.114876507754164,"(500,550]",500,550,525
"(0.804,0.854]",9,0.804,0.854,0.829,0.0499999999999999,0.09398986998068,"(500,550]",500,550,525
"(0.854,0.904]",5,0.854,0.904,0.879,0.05,0.052216594433711,"(500,550]",500,550,525
"(0.904,0.954]",8,0.904,0.954,0.929,0.0499999999999999,0.0835465510939378,"(500,550]",500,550,525
"(0.954,1]",2,0.954,1,0.977,0.046,0.0227028671450917,"(500,550]",500,550,525
"(1,1.05]",3,1,1.05,1.025,0.05,0.0313299566602266,"(500,550]",500,550,525
"(1.05,1.1]",2,1.05,1.1,1.075,0.05,0.0208866377734844,"(500,550]",500,550,525
"(1.1,1.15]",3,1.1,1.15,1.125,0.0499999999999998,0.0313299566602267,"(500,550]",500,550,525
"(1.15,1.2]",1,1.15,1.2,1.175,0.05,0.0104433188867422,"(500,550]",500,550,525
"(1.2,1.25]",3,1.2,1.25,1.225,0.05,0.0313299566602266,"(500,550]",500,550,525
"(1.25,1.3]",2,1.25,1.3,1.275,0.05,0.0208866377734844,"(500,550]",500,550,525
"(1.3,1.35]",2,1.3,1.35,1.325,0.05,0.0208866377734844,"(500,550]",500,550,525
"(1.4,1.45]",1,1.4,1.45,1.425,0.05,0.0104433188867422,"(500,550]",500,550,525
"(1.45,1.5]",1,1.45,1.5,1.475,0.05,0.0104433188867422,"(500,550]",500,550,525
"(1.6,1.65]",3,1.6,1.65,1.625,0.0499999999999998,0.0313299566602267,"(500,550]",500,550,525
"(1.65,1.7]",2,1.65,1.7,1.675,0.05,0.0208866377734844,"(500,550]",500,550,525
"(0.104,0.154]",90,0.104,0.154,0.129,0.05,1.45196418488344,"(550,595]",550,595,572.5
"(0.154,0.204]",45,0.154,0.204,0.179,0.05,0.72598209244172,"(550,595]",550,595,572.5
"(0.204,0.254]",90,0.204,0.254,0.229,0.05,1.45196418488344,"(550,595]",550,595,572.5
"(0.254,0.304]",135,0.254,0.304,0.279,0.05,2.17794627732516,"(550,595]",550,595,572.5
"(0.304,0.354]",131,0.304,0.354,0.329,0.05,2.11341453577478,"(550,595]",550,595,572.5
"(0.354,0.404]",130,0.354,0.404,0.379,0.05,2.09728160038719,"(550,595]",550,595,572.5
"(0.404,0.454]",94,0.404,0.454,0.429,0.05,1.51649592643381,"(550,595]",550,595,572.5
"(0.454,0.504]",55,0.454,0.504,0.479,0.05,0.887311446317658,"(550,595]",550,595,572.5
"(0.504,0.554]",43,0.504,0.554,0.529,0.05,0.693716221666532,"(550,595]",550,595,572.5
"(0.554,0.604]",22,0.554,0.604,0.579,0.0499999999999999,0.354924578527063,"(550,595]",550,595,572.5
"(0.604,0.654]",27,0.604,0.654,0.629,0.05,0.435589255465031,"(550,595]",550,595,572.5
"(0.654,0.704]",22,0.654,0.704,0.679,0.0499999999999999,0.354924578527063,"(550,595]",550,595,572.5
"(0.704,0.754]",9,0.704,0.754,0.729,0.05,0.145196418488344,"(550,595]",550,595,572.5
"(0.754,0.804]",1,0.754,0.804,0.779,0.05,0.0161329353875938,"(550,595]",550,595,572.5
"(0.804,0.854]",8,0.804,0.854,0.829,0.0499999999999999,0.12906348310075,"(550,595]",550,595,572.5
"(0.854,0.904]",2,0.854,0.904,0.879,0.05,0.0322658707751875,"(550,595]",550,595,572.5
"(0.954,1]",1,0.954,1,0.977,0.046,0.017535799334341,"(550,595]",550,595,572.5
"(1,1.05]",2,1,1.05,1.025,0.05,0.0322658707751875,"(550,595]",550,595,572.5
"(1.1,1.15]",1,1.1,1.15,1.125,0.0499999999999998,0.0161329353875938,"(550,595]",550,595,572.5
"(1.15,1.2]",1,1.15,1.2,1.175,0.05,0.0161329353875938,"(550,595]",550,595,572.5
"(1.2,1.25]",1,1.2,1.25,1.225,0.05,0.0161329353875938,"(550,595]",550,595,572.5
"(1.25,1.3]",1,1.25,1.3,1.275,0.05,0.0161329353875938,"(550,595]",550,595,572.5
"(1.8,1.85]",1,1.8,1.85,1.825,0.05,0.0161329353875938,"(550,595]",550,595,572.5
"(0.104,0.154]",20,0.104,0.154,0.129,0.05,0.902323482968644,"(595,605]",595,605,600
"(0.154,0.204]",10,0.154,0.204,0.179,0.05,0.451161741484322,"(595,605]",595,605,600
"(0.204,0.254]",20,0.204,0.254,0.229,0.05,0.902323482968644,"(595,605]",595,605,600
"(0.254,0.304]",30,0.254,0.304,0.279,0.05,1.35348522445297,"(595,605]",595,605,600
"(0.304,0.354]",30,0.304,0.354,0.329,0.05,1.35348522445297,"(595,605]",595,605,600
"(0.354,0.404]",31,0.354,0.404,0.379,0.05,1.3986013986014,"(595,605]",595,605,600
"(0.404,0.454]",24,0.404,0.454,0.429,0.05,1.08278817956237,"(595,605]",595,605,600
"(0.454,0.504]",16,0.454,0.504,0.479,0.05,0.721858786374916,"(595,605]",595,605,600
"(0.504,0.554]",15,0.504,0.554,0.529,0.05,0.676742612226483,"(595,605]",595,605,600
"(0.554,0.604]",12,0.554,0.604,0.579,0.0499999999999999,0.541394089781187,"(595,605]",595,605,600
"(0.604,0.654]",7,0.604,0.654,0.629,0.05,0.315813219039025,"(595,605]",595,605,600
"(0.654,0.704]",8,0.654,0.704,0.679,0.0499999999999999,0.360929393187458,"(595,605]",595,605,600
"(0.704,0.754]",8,0.704,0.754,0.729,0.05,0.360929393187457,"(595,605]",595,605,600
"(0.754,0.804]",2,0.754,0.804,0.779,0.05,0.0902323482968643,"(595,605]",595,605,600
"(0.804,0.854]",1,0.804,0.854,0.829,0.0499999999999999,0.0451161741484323,"(595,605]",595,605,600
"(0.854,0.904]",3,0.854,0.904,0.879,0.05,0.135348522445297,"(595,605]",595,605,600
"(0.904,0.954]",2,0.904,0.954,0.929,0.0499999999999999,0.0902323482968646,"(595,605]",595,605,600
"(0.954,1]",1,0.954,1,0.977,0.046,0.0490393197265567,"(595,605]",595,605,600
"(1.05,1.1]",2,1.05,1.1,1.075,0.05,0.0902323482968643,"(595,605]",595,605,600
"(1.1,1.15]",2,1.1,1.15,1.125,0.0499999999999998,0.0902323482968647,"(595,605]",595,605,600
"(1.15,1.2]",1,1.15,1.2,1.175,0.05,0.0451161741484322,"(595,605]",595,605,600
"(0.104,0.154]",90,0.104,0.154,0.129,0.05,1.47953312510275,"(605,650]",605,650,627.5
"(0.154,0.204]",45,0.154,0.204,0.179,0.05,0.739766562551373,"(605,650]",605,650,627.5
"(0.204,0.254]",90,0.204,0.254,0.229,0.05,1.47953312510274,"(605,650]",605,650,627.5
"(0.254,0.304]",135,0.254,0.304,0.279,0.05,2.21929968765412,"(605,650]",605,650,627.5
"(0.304,0.354]",134,0.304,0.354,0.329,0.05,2.20286043070853,"(605,650]",605,650,627.5
"(0.354,0.404]",149,0.354,0.404,0.379,0.05,2.44944928489232,"(605,650]",605,650,627.5
"(0.404,0.454]",106,0.404,0.454,0.429,0.05,1.74256123623212,"(605,650]",605,650,627.5
"(0.454,0.504]",66,0.454,0.504,0.479,0.05,1.08499095840868,"(605,650]",605,650,627.5
"(0.504,0.554]",56,0.504,0.554,0.529,0.05,0.920598388952818,"(605,650]",605,650,627.5
"(0.554,0.604]",23,0.554,0.604,0.579,0.0499999999999999,0.37810290974848,"(605,650]",605,650,627.5
"(0.604,0.654]",22,0.604,0.654,0.629,0.05,0.361663652802893,"(605,650]",605,650,627.5
"(0.654,0.704]",7,0.654,0.704,0.679,0.0499999999999999,0.115074798619103,"(605,650]",605,650,627.5
"(0.704,0.754]",13,0.704,0.754,0.729,0.05,0.213710340292619,"(605,650]",605,650,627.5
"(0.754,0.804]",11,0.754,0.804,0.779,0.05,0.180831826401446,"(605,650]",605,650,627.5
"(0.804,0.854]",4,0.804,0.854,0.829,0.0499999999999999,0.0657570277823443,"(605,650]",605,650,627.5
"(0.854,0.904]",2,0.854,0.904,0.879,0.05,0.0328785138911721,"(605,650]",605,650,627.5
"(0.904,0.954]",5,0.904,0.954,0.929,0.0499999999999999,0.0821962847279304,"(605,650]",605,650,627.5
"(1,1.05]",2,1,1.05,1.025,0.05,0.0328785138911721,"(605,650]",605,650,627.5
"(1.05,1.1]",2,1.05,1.1,1.075,0.05,0.0328785138911721,"(605,650]",605,650,627.5
"(1.1,1.15]",3,1.1,1.15,1.125,0.0499999999999998,0.0493177708367583,"(605,650]",605,650,627.5
"(1.15,1.2]",1,1.15,1.2,1.175,0.05,0.016439256945586,"(605,650]",605,650,627.5
"(1.2,1.25]",1,1.2,1.25,1.225,0.05,0.016439256945586,"(605,650]",605,650,627.5
"(1.35,1.4]",1,1.35,1.4,1.375,0.0499999999999998,0.0164392569455861,"(605,650]",605,650,627.5
"(1.4,1.45]",1,1.4,1.45,1.425,0.05,0.016439256945586,"(605,650]",605,650,627.5
"(1.55,1.6]",1,1.55,1.6,1.575,0.05,0.016439256945586,"(605,650]",605,650,627.5
"(6,6.05]",1,6,6.05,6.025,0.0499999999999998,0.0164392569455861,"(605,650]",605,650,627.5
"(0.104,0.154]",200,0.104,0.154,0.129,0.05,1.47819660014782,"(650,750]",650,750,700
"(0.154,0.204]",100,0.154,0.204,0.179,0.05,0.73909830007391,"(650,750]",650,750,700
"(0.204,0.254]",200,0.204,0.254,0.229,0.05,1.47819660014782,"(650,750]",650,750,700
"(0.254,0.304]",300,0.254,0.304,0.279,0.05,2.21729490022173,"(650,750]",650,750,700
"(0.304,0.354]",297,0.304,0.354,0.329,0.05,2.19512195121951,"(650,750]",650,750,700
"(0.354,0.404]",338,0.354,0.404,0.379,0.05,2.49815225424981,"(650,750]",650,750,700
"(0.404,0.454]",221,0.404,0.454,0.429,0.05,1.63340724316334,"(650,750]",650,750,700
"(0.454,0.504]",137,0.454,0.504,0.479,0.05,1.01256467110126,"(650,750]",650,750,700
"(0.504,0.554]",97,0.504,0.554,0.529,0.05,0.716925351071692,"(650,750]",650,750,700
"(0.554,0.604]",42,0.554,0.604,0.579,0.0499999999999999,0.310421286031043,"(650,750]",650,750,700
"(0.604,0.654]",29,0.604,0.654,0.629,0.05,0.214338507021434,"(650,750]",650,750,700
"(0.654,0.704]",18,0.654,0.704,0.679,0.0499999999999999,0.133037694013304,"(650,750]",650,750,700
"(0.704,0.754]",14,0.704,0.754,0.729,0.05,0.103473762010347,"(650,750]",650,750,700
"(0.754,0.804]",7,0.754,0.804,0.779,0.05,0.0517368810051736,"(650,750]",650,750,700
"(0.804,0.854]",4,0.804,0.854,0.829,0.0499999999999999,0.0295639320029564,"(650,750]",650,750,700
"(0.854,0.904]",7,0.854,0.904,0.879,0.05,0.0517368810051736,"(650,750]",650,750,700
"(0.904,0.954]",7,0.904,0.954,0.929,0.0499999999999999,0.0517368810051738,"(650,750]",650,750,700
"(0.954,1]",2,0.954,1,0.977,0.046,0.0160673543494328,"(650,750]",650,750,700
"(1,1.05]",5,1,1.05,1.025,0.05,0.0369549150036955,"(650,750]",650,750,700
"(1.05,1.1]",5,1.05,1.1,1.075,0.05,0.0369549150036955,"(650,750]",650,750,700
"(1.1,1.15]",2,1.1,1.15,1.125,0.0499999999999998,0.0147819660014782,"(650,750]",650,750,700
"(1.15,1.2]",2,1.15,1.2,1.175,0.05,0.0147819660014782,"(650,750]",650,750,700
"(1.2,1.25]",2,1.2,1.25,1.225,0.05,0.0147819660014782,"(650,750]",650,750,700
"(1.35,1.4]",1,1.35,1.4,1.375,0.0499999999999998,0.00739098300073912,"(650,750]",650,750,700
"(1.4,1.45]",1,1.4,1.45,1.425,0.05,0.00739098300073909,"(650,750]",650,750,700
"(1.45,1.5]",2,1.45,1.5,1.475,0.05,0.0147819660014782,"(650,750]",650,750,700
"(1.65,1.7]",1,1.65,1.7,1.675,0.05,0.00739098300073909,"(650,750]",650,750,700
"(1.7,1.75]",2,1.7,1.75,1.725,0.05,0.0147819660014782,"(650,750]",650,750,700
"(2,2.05]",1,2,2.05,2.025,0.0499999999999998,0.00739098300073912,"(650,750]",650,750,700
"(2.25,2.3]",1,2.25,2.3,2.275,0.0499999999999998,0.00739098300073912,"(650,750]",650,750,700
"(2.6,2.65]",1,2.6,2.65,2.625,0.0499999999999998,0.00739098300073912,"(650,750]",650,750,700
"(3.3,3.35]",1,3.3,3.35,3.325,0.0500000000000003,0.00739098300073906,"(650,750]",650,750,700
"(4,4.05]",1,4,4.05,4.025,0.0499999999999998,0.00739098300073912,"(650,750]",650,750,700
"(0.104,0.154]",100,0.104,0.154,0.129,0.05,1.40835152454052,"(750,800]",750,800,775
"(0.154,0.204]",50,0.154,0.204,0.179,0.05,0.704175762270263,"(750,800]",750,800,775
"(0.204,0.254]",100,0.204,0.254,0.229,0.05,1.40835152454052,"(750,800]",750,800,775
"(0.254,0.304]",150,0.254,0.304,0.279,0.05,2.11252728681079,"(750,800]",750,800,775
"(0.304,0.354]",148,0.304,0.354,0.329,0.05,2.08436025631998,"(750,800]",750,800,775
"(0.354,0.404]",154,0.354,0.404,0.379,0.05,2.16886134779241,"(750,800]",750,800,775
"(0.404,0.454]",105,0.404,0.454,0.429,0.05,1.47876910076755,"(750,800]",750,800,775
"(0.454,0.504]",62,0.454,0.504,0.479,0.05,0.873177945215126,"(750,800]",750,800,775
"(0.504,0.554]",47,0.504,0.554,0.529,0.05,0.661925216534046,"(750,800]",750,800,775
"(0.554,0.604]",18,0.554,0.604,0.579,0.0499999999999999,0.253503274417295,"(750,800]",750,800,775
"(0.604,0.654]",12,0.604,0.654,0.629,0.05,0.169002182944863,"(750,800]",750,800,775
"(0.654,0.704]",4,0.654,0.704,0.679,0.0499999999999999,0.0563340609816211,"(750,800]",750,800,775
"(0.704,0.754]",4,0.704,0.754,0.729,0.05,0.056334060981621,"(750,800]",750,800,775
"(0.754,0.804]",4,0.754,0.804,0.779,0.05,0.056334060981621,"(750,800]",750,800,775
"(0.804,0.854]",8,0.804,0.854,0.829,0.0499999999999999,0.112668121963242,"(750,800]",750,800,775
"(0.854,0.904]",1,0.854,0.904,0.879,0.05,0.0140835152454052,"(750,800]",750,800,775
"(0.904,0.954]",1,0.904,0.954,0.929,0.0499999999999999,0.0140835152454053,"(750,800]",750,800,775
"(0.954,1]",3,0.954,1,0.977,0.046,0.0459245062350171,"(750,800]",750,800,775
"(1,1.05]",1,1,1.05,1.025,0.05,0.0140835152454052,"(750,800]",750,800,775
"(1.05,1.1]",1,1.05,1.1,1.075,0.05,0.0140835152454052,"(750,800]",750,800,775
"(1.1,1.15]",2,1.1,1.15,1.125,0.0499999999999998,0.0281670304908106,"(750,800]",750,800,775
"(1.15,1.2]",1,1.15,1.2,1.175,0.05,0.0140835152454052,"(750,800]",750,800,775
"(1.4,1.45]",1,1.4,1.45,1.425,0.05,0.0140835152454052,"(750,800]",750,800,775
"(1.55,1.6]",2,1.55,1.6,1.575,0.05,0.0281670304908105,"(750,800]",750,800,775
"(1.6,1.65]",1,1.6,1.65,1.625,0.0499999999999998,0.0140835152454053,"(750,800]",750,800,775
"(1.65,1.7]",2,1.65,1.7,1.675,0.05,0.0281670304908105,"(750,800]",750,800,775
"(2.65,2.7]",1,2.65,2.7,2.675,0.0500000000000003,0.0140835152454052,"(750,800]",750,800,775
"(0.104,0.154]",100,0.104,0.154,0.129,0.05,1.57282164202579,"(800,850]",800,850,825
"(0.154,0.204]",50,0.154,0.204,0.179,0.05,0.786410821012897,"(800,850]",800,850,825
"(0.204,0.254]",100,0.204,0.254,0.229,0.05,1.57282164202579,"(800,850]",800,850,825
"(0.254,0.304]",150,0.254,0.304,0.279,0.05,2.35923246303869,"(800,850]",800,850,825
"(0.304,0.354]",139,0.304,0.354,0.329,0.05,2.18622208241585,"(800,850]",800,850,825
"(0.354,0.404]",148,0.354,0.404,0.379,0.05,2.32777603019817,"(800,850]",800,850,825
"(0.404,0.454]",91,0.404,0.454,0.429,0.05,1.43126769424347,"(800,850]",800,850,825
"(0.454,0.504]",45,0.454,0.504,0.479,0.05,0.707769738911608,"(800,850]",800,850,825
"(0.504,0.554]",40,0.504,0.554,0.529,0.05,0.629128656810317,"(800,850]",800,850,825
"(0.554,0.604]",14,0.554,0.604,0.579,0.0499999999999999,0.220195029883611,"(800,850]",800,850,825
"(0.604,0.654]",23,0.604,0.654,0.629,0.05,0.361748977665932,"(800,850]",800,850,825
"(0.654,0.704]",10,0.654,0.704,0.679,0.0499999999999999,0.15728216420258,"(800,850]",800,850,825
"(0.704,0.754]",9,0.704,0.754,0.729,0.05,0.141553947782321,"(800,850]",800,850,825
"(0.754,0.804]",4,0.754,0.804,0.779,0.05,0.0629128656810317,"(800,850]",800,850,825
"(0.804,0.854]",3,0.804,0.854,0.829,0.0499999999999999,0.0471846492607739,"(800,850]",800,850,825
"(0.854,0.904]",2,0.854,0.904,0.879,0.05,0.0314564328405159,"(800,850]",800,850,825
"(0.904,0.954]",5,0.904,0.954,0.929,0.0499999999999999,0.0786410821012898,"(800,850]",800,850,825
"(0.954,1]",1,0.954,1,0.977,0.046,0.0170958874133238,"(800,850]",800,850,825
"(1,1.05]",4,1,1.05,1.025,0.05,0.0629128656810317,"(800,850]",800,850,825
"(1.05,1.1]",1,1.05,1.1,1.075,0.05,0.0157282164202579,"(800,850]",800,850,825
"(1.1,1.15]",1,1.1,1.15,1.125,0.0499999999999998,0.015728216420258,"(800,850]",800,850,825
"(1.15,1.2]",1,1.15,1.2,1.175,0.05,0.0157282164202579,"(800,850]",800,850,825
"(1.25,1.3]",1,1.25,1.3,1.275,0.05,0.0157282164202579,"(800,850]",800,850,825
"(1.65,1.7]",1,1.65,1.7,1.675,0.05,0.0157282164202579,"(800,850]",800,850,825
"(1.8,1.85]",1,1.8,1.85,1.825,0.05,0.0157282164202579,"(800,850]",800,850,825
"(0.104,0.154]",100,0.104,0.154,0.129,0.05,1.3024225058609,"(850,900]",850,900,875
"(0.154,0.204]",50,0.154,0.204,0.179,0.05,0.651211252930451,"(850,900]",850,900,875
"(0.204,0.254]",100,0.204,0.254,0.229,0.05,1.3024225058609,"(850,900]",850,900,875
"(0.254,0.304]",150,0.254,0.304,0.279,0.05,1.95363375879135,"(850,900]",850,900,875
"(0.304,0.354]",146,0.304,0.354,0.329,0.05,1.90153685855692,"(850,900]",850,900,875
"(0.354,0.404]",147,0.354,0.404,0.379,0.05,1.91456108361552,"(850,900]",850,900,875
"(0.404,0.454]",86,0.404,0.454,0.429,0.05,1.12008335504038,"(850,900]",850,900,875
"(0.454,0.504]",51,0.454,0.504,0.479,0.05,0.66423547798906,"(850,900]",850,900,875
"(0.504,0.554]",38,0.504,0.554,0.529,0.05,0.494920552227142,"(850,900]",850,900,875
"(0.554,0.604]",19,0.554,0.604,0.579,0.0499999999999999,0.247460276113572,"(850,900]",850,900,875
"(0.604,0.654]",12,0.604,0.654,0.629,0.05,0.156290700703308,"(850,900]",850,900,875
"(0.654,0.704]",5,0.654,0.704,0.679,0.0499999999999999,0.0651211252930451,"(850,900]",850,900,875
"(0.704,0.754]",3,0.704,0.754,0.729,0.05,0.039072675175827,"(850,900]",850,900,875
"(0.754,0.804]",1,0.754,0.804,0.779,0.05,0.013024225058609,"(850,900]",850,900,875
"(0.804,0.854]",4,0.804,0.854,0.829,0.0499999999999999,0.0520969002344361,"(850,900]",850,900,875
"(0.904,0.954]",2,0.904,0.954,0.929,0.0499999999999999,0.0260484501172181,"(850,900]",850,900,875
"(1.1,1.15]",1,1.1,1.15,1.125,0.0499999999999998,0.0130242250586091,"(850,900]",850,900,875
"(1.7,1.75]",1,1.7,1.75,1.725,0.05,0.013024225058609,"(850,900]",850,900,875
"(0.104,0.154]",100,0.104,0.154,0.129,0.05,1.55134967421657,"(900,950]",900,950,925
"(0.154,0.204]",50,0.154,0.204,0.179,0.05,0.775674837108284,"(900,950]",900,950,925
"(0.204,0.254]",100,0.204,0.254,0.229,0.05,1.55134967421657,"(900,950]",900,950,925
"(0.254,0.304]",150,0.254,0.304,0.279,0.05,2.32702451132485,"(900,950]",900,950,925
"(0.304,0.354]",142,0.304,0.354,0.329,0.05,2.20291653738753,"(900,950]",900,950,925
"(0.354,0.404]",157,0.354,0.404,0.379,0.05,2.43561898852001,"(900,950]",900,950,925
"(0.404,0.454]",90,0.404,0.454,0.429,0.05,1.39621470679491,"(900,950]",900,950,925
"(0.454,0.504]",44,0.454,0.504,0.479,0.05,0.68259385665529,"(900,950]",900,950,925
"(0.504,0.554]",26,0.504,0.554,0.529,0.05,0.403350915296307,"(900,950]",900,950,925
"(0.554,0.604]",23,0.554,0.604,0.579,0.0499999999999999,0.356810425069811,"(900,950]",900,950,925
"(0.604,0.654]",8,0.604,0.654,0.629,0.05,0.124107973937325,"(900,950]",900,950,925
"(0.654,0.704]",6,0.654,0.704,0.679,0.0499999999999999,0.0930809804529942,"(900,950]",900,950,925
"(0.704,0.754]",9,0.704,0.754,0.729,0.05,0.139621470679491,"(900,950]",900,950,925
"(0.754,0.804]",6,0.754,0.804,0.779,0.05,0.093080980452994,"(900,950]",900,950,925
"(0.804,0.854]",3,0.804,0.854,0.829,0.0499999999999999,0.0465404902264971,"(900,950]",900,950,925
"(0.854,0.904]",2,0.854,0.904,0.879,0.05,0.0310269934843313,"(900,950]",900,950,925
"(1,1.05]",2,1,1.05,1.025,0.05,0.0310269934843313,"(900,950]",900,950,925
"(2.45,2.5]",1,2.45,2.5,2.475,0.0499999999999998,0.0155134967421657,"(900,950]",900,950,925
"(0.104,0.154]",100,0.104,0.154,0.129,0.05,1.79307871615564,"(950,1e+03]",950,1000,975
"(0.154,0.204]",50,0.154,0.204,0.179,0.05,0.89653935807782,"(950,1e+03]",950,1000,975
"(0.204,0.254]",100,0.204,0.254,0.229,0.05,1.79307871615564,"(950,1e+03]",950,1000,975
"(0.254,0.304]",150,0.254,0.304,0.279,0.05,2.68961807423346,"(950,1e+03]",950,1000,975
"(0.304,0.354]",143,0.304,0.354,0.329,0.05,2.56410256410256,"(950,1e+03]",950,1000,975
"(0.354,0.404]",153,0.354,0.404,0.379,0.05,2.74341043571813,"(950,1e+03]",950,1000,975
"(0.404,0.454]",70,0.404,0.454,0.429,0.05,1.25515510130895,"(950,1e+03]",950,1000,975
"(0.454,0.504]",33,0.454,0.504,0.479,0.05,0.591715976331361,"(950,1e+03]",950,1000,975
"(0.504,0.554]",17,0.504,0.554,0.529,0.05,0.304823381746458,"(950,1e+03]",950,1000,975
"(0.554,0.604]",10,0.554,0.604,0.579,0.0499999999999999,0.179307871615564,"(950,1e+03]",950,1000,975
"(0.604,0.654]",7,0.604,0.654,0.629,0.05,0.125515510130895,"(950,1e+03]",950,1000,975
"(0.654,0.704]",4,0.654,0.704,0.679,0.0499999999999999,0.0717231486462257,"(950,1e+03]",950,1000,975
"(0.754,0.804]",8,0.754,0.804,0.779,0.05,0.143446297292451,"(950,1e+03]",950,1000,975
"(0.804,0.854]",3,0.804,0.854,0.829,0.0499999999999999,0.0537923614846692,"(950,1e+03]",950,1000,975
"(0.854,0.904]",2,0.854,0.904,0.879,0.05,0.0358615743231128,"(950,1e+03]",950,1000,975
"(0.904,0.954]",1,0.904,0.954,0.929,0.0499999999999999,0.0179307871615564,"(950,1e+03]",950,1000,975
"(1.1,1.15]",1,1.1,1.15,1.125,0.0499999999999998,0.0179307871615565,"(950,1e+03]",950,1000,975
"(1.3,1.35]",2,1.3,1.35,1.325,0.05,0.0358615743231128,"(950,1e+03]",950,1000,975
"(1.35,1.4]",2,1.35,1.4,1.375,0.0499999999999998,0.0358615743231129,"(950,1e+03]",950,1000,975
"(1.4,1.45]",1,1.4,1.45,1.425,0.05,0.0179307871615564,"(950,1e+03]",950,1000,975
