"size_class","count","min_size_class","max_size_class","mp_size_class","size_width","n_s","db","min_d","max_d","mp"
"(1.1,1.15]",1,1.1,1.15,1.125,0.0499999999999998,0.0150636438954584,"(450,500]",450,500,475
"(1.15,1.2]",1,1.15,1.2,1.175,0.05,0.0150636438954583,"(450,500]",450,500,475
"(1.2,1.25]",1,1.2,1.25,1.225,0.05,0.0150636438954583,"(450,500]",450,500,475
"(1.25,1.3]",1,1.25,1.3,1.275,0.05,0.0150636438954583,"(450,500]",450,500,475
"(1.45,1.5]",1,1.45,1.5,1.475,0.05,0.0150636438954583,"(450,500]",450,500,475
"(1.6,1.65]",2,1.6,1.65,1.625,0.0499999999999998,0.0301272877909167,"(450,500]",450,500,475
"(2.05,2.1]",1,2.05,2.1,2.075,0.0500000000000003,0.0150636438954582,"(450,500]",450,500,475
"(2.2,2.25]",1,2.2,2.25,2.225,0.0499999999999998,0.0150636438954584,"(450,500]",450,500,475
"(2.25,2.3]",2,2.25,2.3,2.275,0.0499999999999998,0.0301272877909167,"(450,500]",450,500,475
"(0.104,0.154]",100,0.104,0.154,0.129,0.05,1.7825311942959,"(500,550]",500,550,525
"(0.154,0.204]",50,0.154,0.204,0.179,0.05,0.89126559714795,"(500,550]",500,550,525
"(0.204,0.254]",100,0.204,0.254,0.229,0.05,1.7825311942959,"(500,550]",500,550,525
"(0.254,0.304]",150,0.254,0.304,0.279,0.05,2.67379679144385,"(500,550]",500,550,525
"(0.304,0.354]",142,0.304,0.354,0.329,0.05,2.53119429590018,"(500,550]",500,550,525
"(0.354,0.404]",138,0.354,0.404,0.379,0.05,2.45989304812834,"(500,550]",500,550,525
"(0.404,0.454]",97,0.404,0.454,0.429,0.05,1.72905525846702,"(500,550]",500,550,525
"(0.454,0.504]",51,0.454,0.504,0.479,0.05,0.909090909090909,"(500,550]",500,550,525
"(0.504,0.554]",32,0.504,0.554,0.529,0.05,0.570409982174688,"(500,550]",500,550,525
"(0.554,0.604]",23,0.554,0.604,0.579,0.0499999999999999,0.409982174688058,"(500,550]",500,550,525
"(0.604,0.654]",20,0.604,0.654,0.629,0.05,0.35650623885918,"(500,550]",500,550,525
"(0.654,0.704]",11,0.654,0.704,0.679,0.0499999999999999,0.196078431372549,"(500,550]",500,550,525
"(0.704,0.754]",5,0.704,0.754,0.729,0.05,0.0891265597147949,"(500,550]",500,550,525
"(0.754,0.804]",4,0.754,0.804,0.779,0.05,0.0713012477718359,"(500,550]",500,550,525
"(0.804,0.854]",6,0.804,0.854,0.829,0.0499999999999999,0.106951871657754,"(500,550]",500,550,525
"(0.854,0.904]",5,0.854,0.904,0.879,0.05,0.0891265597147949,"(500,550]",500,550,525
"(0.904,0.954]",2,0.904,0.954,0.929,0.0499999999999999,0.035650623885918,"(500,550]",500,550,525
"(0.954,1]",5,0.954,1,0.977,0.046,0.0968766953421684,"(500,550]",500,550,525
"(1,1.05]",2,1,1.05,1.025,0.05,0.035650623885918,"(500,550]",500,550,525
"(1.15,1.2]",2,1.15,1.2,1.175,0.05,0.035650623885918,"(500,550]",500,550,525
"(1.85,1.9]",1,1.85,1.9,1.875,0.0499999999999998,0.0178253119429591,"(500,550]",500,550,525
"(0.104,0.154]",90,0.104,0.154,0.129,0.05,2.82618935468676,"(550,595]",550,595,572.5
"(0.154,0.204]",45,0.154,0.204,0.179,0.05,1.41309467734338,"(550,595]",550,595,572.5
"(0.204,0.254]",90,0.204,0.254,0.229,0.05,2.82618935468676,"(550,595]",550,595,572.5
"(0.254,0.304]",135,0.254,0.304,0.279,0.05,4.23928403203015,"(550,595]",550,595,572.5
"(0.304,0.354]",114,0.304,0.354,0.329,0.05,3.5798398492699,"(550,595]",550,595,572.5
"(0.354,0.404]",101,0.354,0.404,0.379,0.05,3.17161249803736,"(550,595]",550,595,572.5
"(0.404,0.454]",58,0.404,0.454,0.429,0.05,1.82132202857591,"(550,595]",550,595,572.5
"(0.454,0.504]",39,0.454,0.504,0.479,0.05,1.2246820536976,"(550,595]",550,595,572.5
"(0.504,0.554]",25,0.504,0.554,0.529,0.05,0.7850525985241,"(550,595]",550,595,572.5
"(0.554,0.604]",13,0.554,0.604,0.579,0.0499999999999999,0.408227351232533,"(550,595]",550,595,572.5
"(0.604,0.654]",3,0.604,0.654,0.629,0.05,0.094206311822892,"(550,595]",550,595,572.5
"(0.654,0.704]",5,0.654,0.704,0.679,0.0499999999999999,0.15701051970482,"(550,595]",550,595,572.5
"(0.704,0.754]",1,0.704,0.754,0.729,0.05,0.031402103940964,"(550,595]",550,595,572.5
"(0.754,0.804]",1,0.754,0.804,0.779,0.05,0.031402103940964,"(550,595]",550,595,572.5
"(0.804,0.854]",1,0.804,0.854,0.829,0.0499999999999999,0.0314021039409641,"(550,595]",550,595,572.5
"(0.854,0.904]",1,0.854,0.904,0.879,0.05,0.031402103940964,"(550,595]",550,595,572.5
"(0.904,0.954]",1,0.904,0.954,0.929,0.0499999999999999,0.0314021039409641,"(550,595]",550,595,572.5
"(0.954,1]",1,0.954,1,0.977,0.046,0.0341327216749609,"(550,595]",550,595,572.5
"(1,1.05]",1,1,1.05,1.025,0.05,0.031402103940964,"(550,595]",550,595,572.5
"(1.05,1.1]",1,1.05,1.1,1.075,0.05,0.031402103940964,"(550,595]",550,595,572.5
"(1.3,1.35]",1,1.3,1.35,1.325,0.05,0.031402103940964,"(550,595]",550,595,572.5
"(1.35,1.4]",1,1.35,1.4,1.375,0.0499999999999998,0.0314021039409642,"(550,595]",550,595,572.5
"(0.104,0.154]",20,0.104,0.154,0.129,0.05,1.64541341011929,"(595,605]",595,605,600
"(0.154,0.204]",10,0.154,0.204,0.179,0.05,0.822706705059646,"(595,605]",595,605,600
"(0.204,0.254]",20,0.204,0.254,0.229,0.05,1.64541341011929,"(595,605]",595,605,600
"(0.254,0.304]",30,0.254,0.304,0.279,0.05,2.46812011517894,"(595,605]",595,605,600
"(0.304,0.354]",28,0.304,0.354,0.329,0.05,2.30357877416701,"(595,605]",595,605,600
"(0.354,0.404]",26,0.354,0.404,0.379,0.05,2.13903743315508,"(595,605]",595,605,600
"(0.404,0.454]",23,0.404,0.454,0.429,0.05,1.89222542163719,"(595,605]",595,605,600
"(0.454,0.504]",9,0.454,0.504,0.479,0.05,0.740436034553682,"(595,605]",595,605,600
"(0.504,0.554]",4,0.504,0.554,0.529,0.05,0.329082682023858,"(595,605]",595,605,600
"(0.554,0.604]",4,0.554,0.604,0.579,0.0499999999999999,0.329082682023859,"(595,605]",595,605,600
"(0.604,0.654]",3,0.604,0.654,0.629,0.05,0.246812011517894,"(595,605]",595,605,600
"(0.654,0.704]",3,0.654,0.704,0.679,0.0499999999999999,0.246812011517894,"(595,605]",595,605,600
"(0.704,0.754]",1,0.704,0.754,0.729,0.05,0.0822706705059646,"(595,605]",595,605,600
"(0.754,0.804]",1,0.754,0.804,0.779,0.05,0.0822706705059646,"(595,605]",595,605,600
"(0.804,0.854]",1,0.804,0.854,0.829,0.0499999999999999,0.0822706705059647,"(595,605]",595,605,600
"(0.854,0.904]",2,0.854,0.904,0.879,0.05,0.164541341011929,"(595,605]",595,605,600
"(1.2,1.25]",1,1.2,1.25,1.225,0.05,0.0822706705059646,"(595,605]",595,605,600
"(1.45,1.5]",2,1.45,1.5,1.475,0.05,0.164541341011929,"(595,605]",595,605,600
"(0.104,0.154]",90,0.104,0.154,0.129,0.05,1.92967409948542,"(605,650]",605,650,627.5
"(0.154,0.204]",45,0.154,0.204,0.179,0.05,0.96483704974271,"(605,650]",605,650,627.5
"(0.204,0.254]",90,0.204,0.254,0.229,0.05,1.92967409948542,"(605,650]",605,650,627.5
"(0.254,0.304]",135,0.254,0.304,0.279,0.05,2.89451114922813,"(605,650]",605,650,627.5
"(0.304,0.354]",114,0.304,0.354,0.329,0.05,2.4442538593482,"(605,650]",605,650,627.5
"(0.354,0.404]",109,0.354,0.404,0.379,0.05,2.33704974271012,"(605,650]",605,650,627.5
"(0.404,0.454]",79,0.404,0.454,0.429,0.05,1.69382504288165,"(605,650]",605,650,627.5
"(0.454,0.504]",54,0.454,0.504,0.479,0.05,1.15780445969125,"(605,650]",605,650,627.5
"(0.504,0.554]",31,0.504,0.554,0.529,0.05,0.664665523156089,"(605,650]",605,650,627.5
"(0.554,0.604]",14,0.554,0.604,0.579,0.0499999999999999,0.300171526586621,"(605,650]",605,650,627.5
"(0.604,0.654]",9,0.604,0.654,0.629,0.05,0.192967409948542,"(605,650]",605,650,627.5
"(0.654,0.704]",10,0.654,0.704,0.679,0.0499999999999999,0.214408233276158,"(605,650]",605,650,627.5
"(0.704,0.754]",5,0.704,0.754,0.729,0.05,0.107204116638079,"(605,650]",605,650,627.5
"(0.754,0.804]",4,0.754,0.804,0.779,0.05,0.085763293310463,"(605,650]",605,650,627.5
"(0.804,0.854]",3,0.804,0.854,0.829,0.0499999999999999,0.0643224699828474,"(605,650]",605,650,627.5
"(0.854,0.904]",4,0.854,0.904,0.879,0.05,0.085763293310463,"(605,650]",605,650,627.5
"(0.904,0.954]",1,0.904,0.954,0.929,0.0499999999999999,0.0214408233276158,"(605,650]",605,650,627.5
"(1,1.05]",2,1,1.05,1.025,0.05,0.0428816466552315,"(605,650]",605,650,627.5
"(1.05,1.1]",1,1.05,1.1,1.075,0.05,0.0214408233276158,"(605,650]",605,650,627.5
"(1.15,1.2]",1,1.15,1.2,1.175,0.05,0.0214408233276158,"(605,650]",605,650,627.5
"(1.2,1.25]",1,1.2,1.25,1.225,0.05,0.0214408233276158,"(605,650]",605,650,627.5
"(1.25,1.3]",1,1.25,1.3,1.275,0.05,0.0214408233276158,"(605,650]",605,650,627.5
"(1.4,1.45]",1,1.4,1.45,1.425,0.05,0.0214408233276158,"(605,650]",605,650,627.5
"(2.1,2.15]",1,2.1,2.15,2.125,0.0499999999999998,0.0214408233276159,"(605,650]",605,650,627.5
"(0.104,0.154]",200,0.104,0.154,0.129,0.05,1.80733779143322,"(650,750]",650,750,700
"(0.154,0.204]",100,0.154,0.204,0.179,0.05,0.90366889571661,"(650,750]",650,750,700
"(0.204,0.254]",200,0.204,0.254,0.229,0.05,1.80733779143322,"(650,750]",650,750,700
"(0.254,0.304]",299,0.254,0.304,0.279,0.05,2.70196999819266,"(650,750]",650,750,700
"(0.304,0.354]",275,0.304,0.354,0.329,0.05,2.48508946322068,"(650,750]",650,750,700
"(0.354,0.404]",271,0.354,0.404,0.379,0.05,2.44894270739201,"(650,750]",650,750,700
"(0.404,0.454]",148,0.404,0.454,0.429,0.05,1.33742996566058,"(650,750]",650,750,700
"(0.454,0.504]",95,0.454,0.504,0.479,0.05,0.858485450930779,"(650,750]",650,750,700
"(0.504,0.554]",62,0.504,0.554,0.529,0.05,0.560274715344297,"(650,750]",650,750,700
"(0.554,0.604]",44,0.554,0.604,0.579,0.0499999999999999,0.397614314115309,"(650,750]",650,750,700
"(0.604,0.654]",27,0.604,0.654,0.629,0.05,0.243990601843484,"(650,750]",650,750,700
"(0.654,0.704]",15,0.654,0.704,0.679,0.0499999999999999,0.135550334357492,"(650,750]",650,750,700
"(0.704,0.754]",15,0.704,0.754,0.729,0.05,0.135550334357491,"(650,750]",650,750,700
"(0.754,0.804]",8,0.754,0.804,0.779,0.05,0.0722935116573287,"(650,750]",650,750,700
"(0.804,0.854]",6,0.804,0.854,0.829,0.0499999999999999,0.0542201337429966,"(650,750]",650,750,700
"(0.854,0.904]",4,0.854,0.904,0.879,0.05,0.0361467558286643,"(650,750]",650,750,700
"(0.904,0.954]",5,0.904,0.954,0.929,0.0499999999999999,0.0451834447858305,"(650,750]",650,750,700
"(0.954,1]",1,0.954,1,0.977,0.046,0.00982248799691966,"(650,750]",650,750,700
"(1,1.05]",2,1,1.05,1.025,0.05,0.0180733779143322,"(650,750]",650,750,700
"(1.05,1.1]",3,1.05,1.1,1.075,0.05,0.0271100668714983,"(650,750]",650,750,700
"(1.1,1.15]",2,1.1,1.15,1.125,0.0499999999999998,0.0180733779143323,"(650,750]",650,750,700
"(1.15,1.2]",1,1.15,1.2,1.175,0.05,0.00903668895716609,"(650,750]",650,750,700
"(1.2,1.25]",1,1.2,1.25,1.225,0.05,0.00903668895716609,"(650,750]",650,750,700
"(1.25,1.3]",3,1.25,1.3,1.275,0.05,0.0271100668714983,"(650,750]",650,750,700
"(1.3,1.35]",4,1.3,1.35,1.325,0.05,0.0361467558286643,"(650,750]",650,750,700
"(1.4,1.45]",1,1.4,1.45,1.425,0.05,0.00903668895716609,"(650,750]",650,750,700
"(1.6,1.65]",1,1.6,1.65,1.625,0.0499999999999998,0.00903668895716613,"(650,750]",650,750,700
"(1.95,2]",2,1.95,2,1.975,0.05,0.0180733779143322,"(650,750]",650,750,700
"(2.55,2.6]",1,2.55,2.6,2.575,0.0500000000000003,0.00903668895716605,"(650,750]",650,750,700
"(2.75,2.8]",1,2.75,2.8,2.775,0.0499999999999998,0.00903668895716613,"(650,750]",650,750,700
"(2.9,2.95]",1,2.9,2.95,2.925,0.0500000000000003,0.00903668895716605,"(650,750]",650,750,700
"(0.104,0.154]",100,0.104,0.154,0.129,0.05,1.70241743275451,"(750,800]",750,800,775
"(0.154,0.204]",50,0.154,0.204,0.179,0.05,0.851208716377256,"(750,800]",750,800,775
"(0.204,0.254]",100,0.204,0.254,0.229,0.05,1.70241743275451,"(750,800]",750,800,775
"(0.254,0.304]",149,0.254,0.304,0.279,0.05,2.53660197480422,"(750,800]",750,800,775
"(0.304,0.354]",144,0.304,0.354,0.329,0.05,2.4514811031665,"(750,800]",750,800,775
"(0.354,0.404]",142,0.354,0.404,0.379,0.05,2.4174327545114,"(750,800]",750,800,775
"(0.404,0.454]",83,0.404,0.454,0.429,0.05,1.41300646918624,"(750,800]",750,800,775
"(0.454,0.504]",56,0.454,0.504,0.479,0.05,0.953353762342527,"(750,800]",750,800,775
"(0.504,0.554]",38,0.504,0.554,0.529,0.05,0.646918624446714,"(750,800]",750,800,775
"(0.554,0.604]",25,0.554,0.604,0.579,0.0499999999999999,0.425604358188628,"(750,800]",750,800,775
"(0.604,0.654]",20,0.604,0.654,0.629,0.05,0.340483486550902,"(750,800]",750,800,775
"(0.654,0.704]",18,0.654,0.704,0.679,0.0499999999999999,0.306435137895812,"(750,800]",750,800,775
"(0.704,0.754]",12,0.704,0.754,0.729,0.05,0.204290091930541,"(750,800]",750,800,775
"(0.754,0.804]",7,0.754,0.804,0.779,0.05,0.119169220292816,"(750,800]",750,800,775
"(0.804,0.854]",8,0.804,0.854,0.829,0.0499999999999999,0.136193394620361,"(750,800]",750,800,775
"(0.854,0.904]",8,0.854,0.904,0.879,0.05,0.136193394620361,"(750,800]",750,800,775
"(0.904,0.954]",5,0.904,0.954,0.929,0.0499999999999999,0.0851208716377257,"(750,800]",750,800,775
"(0.954,1]",4,0.954,1,0.977,0.046,0.0740181492501961,"(750,800]",750,800,775
"(1,1.05]",6,1,1.05,1.025,0.05,0.102145045965271,"(750,800]",750,800,775
"(1.05,1.1]",2,1.05,1.1,1.075,0.05,0.0340483486550902,"(750,800]",750,800,775
"(1.1,1.15]",9,1.1,1.15,1.125,0.0499999999999998,0.153217568947907,"(750,800]",750,800,775
"(1.15,1.2]",2,1.15,1.2,1.175,0.05,0.0340483486550902,"(750,800]",750,800,775
"(1.2,1.25]",2,1.2,1.25,1.225,0.05,0.0340483486550902,"(750,800]",750,800,775
"(1.25,1.3]",3,1.25,1.3,1.275,0.05,0.0510725229826353,"(750,800]",750,800,775
"(1.3,1.35]",6,1.3,1.35,1.325,0.05,0.102145045965271,"(750,800]",750,800,775
"(1.35,1.4]",3,1.35,1.4,1.375,0.0499999999999998,0.0510725229826355,"(750,800]",750,800,775
"(1.4,1.45]",2,1.4,1.45,1.425,0.05,0.0340483486550902,"(750,800]",750,800,775
"(1.45,1.5]",3,1.45,1.5,1.475,0.05,0.0510725229826353,"(750,800]",750,800,775
"(1.5,1.55]",1,1.5,1.55,1.525,0.05,0.0170241743275451,"(750,800]",750,800,775
"(1.6,1.65]",5,1.6,1.65,1.625,0.0499999999999998,0.0851208716377259,"(750,800]",750,800,775
"(1.65,1.7]",1,1.65,1.7,1.675,0.05,0.0170241743275451,"(750,800]",750,800,775
"(1.7,1.75]",2,1.7,1.75,1.725,0.05,0.0340483486550902,"(750,800]",750,800,775
"(1.75,1.8]",2,1.75,1.8,1.775,0.05,0.0340483486550902,"(750,800]",750,800,775
"(1.85,1.9]",1,1.85,1.9,1.875,0.0499999999999998,0.0170241743275452,"(750,800]",750,800,775
"(1.95,2]",1,1.95,2,1.975,0.05,0.0170241743275451,"(750,800]",750,800,775
"(2,2.05]",1,2,2.05,2.025,0.0499999999999998,0.0170241743275452,"(750,800]",750,800,775
"(2.05,2.1]",1,2.05,2.1,2.075,0.0500000000000003,0.017024174327545,"(750,800]",750,800,775
"(2.1,2.15]",1,2.1,2.15,2.125,0.0499999999999998,0.0170241743275452,"(750,800]",750,800,775
"(2.15,2.2]",3,2.15,2.2,2.175,0.0500000000000003,0.0510725229826351,"(750,800]",750,800,775
"(2.2,2.25]",1,2.2,2.25,2.225,0.0499999999999998,0.0170241743275452,"(750,800]",750,800,775
"(2.3,2.35]",2,2.3,2.35,2.325,0.0500000000000003,0.03404834865509,"(750,800]",750,800,775
"(2.65,2.7]",1,2.65,2.7,2.675,0.0500000000000003,0.017024174327545,"(750,800]",750,800,775
"(2.95,3]",1,2.95,3,2.975,0.0499999999999998,0.0170241743275452,"(750,800]",750,800,775
"(0.104,0.154]",100,0.104,0.154,0.129,0.05,1.51011778918756,"(800,850]",800,850,825
"(0.154,0.204]",50,0.154,0.204,0.179,0.05,0.755058894593778,"(800,850]",800,850,825
"(0.204,0.254]",100,0.204,0.254,0.229,0.05,1.51011778918756,"(800,850]",800,850,825
"(0.254,0.304]",150,0.254,0.304,0.279,0.05,2.26517668378134,"(800,850]",800,850,825
"(0.304,0.354]",144,0.304,0.354,0.329,0.05,2.17456961643008,"(800,850]",800,850,825
"(0.354,0.404]",149,0.354,0.404,0.379,0.05,2.25007550588946,"(800,850]",800,850,825
"(0.404,0.454]",103,0.404,0.454,0.429,0.05,1.55542132286318,"(800,850]",800,850,825
"(0.454,0.504]",54,0.454,0.504,0.479,0.05,0.815463606161281,"(800,850]",800,850,825
"(0.504,0.554]",44,0.504,0.554,0.529,0.05,0.664451827242524,"(800,850]",800,850,825
"(0.554,0.604]",21,0.554,0.604,0.579,0.0499999999999999,0.317124735729387,"(800,850]",800,850,825
"(0.604,0.654]",18,0.604,0.654,0.629,0.05,0.27182120205376,"(800,850]",800,850,825
"(0.654,0.704]",9,0.654,0.704,0.679,0.0499999999999999,0.13591060102688,"(800,850]",800,850,825
"(0.704,0.754]",9,0.704,0.754,0.729,0.05,0.13591060102688,"(800,850]",800,850,825
"(0.754,0.804]",7,0.754,0.804,0.779,0.05,0.105708245243129,"(800,850]",800,850,825
"(0.804,0.854]",8,0.804,0.854,0.829,0.0499999999999999,0.120809423135005,"(800,850]",800,850,825
"(0.854,0.904]",4,0.854,0.904,0.879,0.05,0.0604047115675022,"(800,850]",800,850,825
"(1,1.05]",2,1,1.05,1.025,0.05,0.0302023557837511,"(800,850]",800,850,825
"(1.05,1.1]",3,1.05,1.1,1.075,0.05,0.0453035336756267,"(800,850]",800,850,825
"(1.15,1.2]",2,1.15,1.2,1.175,0.05,0.0302023557837511,"(800,850]",800,850,825
"(1.2,1.25]",1,1.2,1.25,1.225,0.05,0.0151011778918756,"(800,850]",800,850,825
"(1.25,1.3]",1,1.25,1.3,1.275,0.05,0.0151011778918756,"(800,850]",800,850,825
"(1.65,1.7]",2,1.65,1.7,1.675,0.05,0.0302023557837511,"(800,850]",800,850,825
"(0.104,0.154]",100,0.104,0.154,0.129,0.05,1.84026499815973,"(850,900]",850,900,875
"(0.154,0.204]",50,0.154,0.204,0.179,0.05,0.920132499079867,"(850,900]",850,900,875
"(0.204,0.254]",100,0.204,0.254,0.229,0.05,1.84026499815973,"(850,900]",850,900,875
"(0.254,0.304]",150,0.254,0.304,0.279,0.05,2.7603974972396,"(850,900]",850,900,875
"(0.304,0.354]",141,0.304,0.354,0.329,0.05,2.59477364740523,"(850,900]",850,900,875
"(0.354,0.404]",146,0.354,0.404,0.379,0.05,2.68678689731321,"(850,900]",850,900,875
"(0.404,0.454]",83,0.404,0.454,0.429,0.05,1.52741994847258,"(850,900]",850,900,875
"(0.454,0.504]",53,0.454,0.504,0.479,0.05,0.97534044902466,"(850,900]",850,900,875
"(0.504,0.554]",39,0.504,0.554,0.529,0.05,0.717703349282296,"(850,900]",850,900,875
"(0.554,0.604]",14,0.554,0.604,0.579,0.0499999999999999,0.257637099742363,"(850,900]",850,900,875
"(0.604,0.654]",17,0.604,0.654,0.629,0.05,0.312845049687155,"(850,900]",850,900,875
"(0.654,0.704]",7,0.654,0.704,0.679,0.0499999999999999,0.128818549871182,"(850,900]",850,900,875
"(0.704,0.754]",4,0.704,0.754,0.729,0.05,0.0736105999263893,"(850,900]",850,900,875
"(0.754,0.804]",3,0.754,0.804,0.779,0.05,0.055207949944792,"(850,900]",850,900,875
"(0.804,0.854]",4,0.804,0.854,0.829,0.0499999999999999,0.0736105999263895,"(850,900]",850,900,875
"(0.854,0.904]",4,0.854,0.904,0.879,0.05,0.0736105999263893,"(850,900]",850,900,875
"(0.904,0.954]",1,0.904,0.954,0.929,0.0499999999999999,0.0184026499815974,"(850,900]",850,900,875
"(1,1.05]",3,1,1.05,1.025,0.05,0.055207949944792,"(850,900]",850,900,875
"(1.05,1.1]",2,1.05,1.1,1.075,0.05,0.0368052999631947,"(850,900]",850,900,875
"(1.1,1.15]",1,1.1,1.15,1.125,0.0499999999999998,0.0184026499815974,"(850,900]",850,900,875
"(1.6,1.65]",1,1.6,1.65,1.625,0.0499999999999998,0.0184026499815974,"(850,900]",850,900,875
"(0.104,0.154]",100,0.104,0.154,0.129,0.05,1.56201187129022,"(900,950]",900,950,925
"(0.154,0.204]",50,0.154,0.204,0.179,0.05,0.781005935645111,"(900,950]",900,950,925
"(0.204,0.254]",100,0.204,0.254,0.229,0.05,1.56201187129022,"(900,950]",900,950,925
"(0.254,0.304]",150,0.254,0.304,0.279,0.05,2.34301780693533,"(900,950]",900,950,925
"(0.304,0.354]",145,0.304,0.354,0.329,0.05,2.26491721337082,"(900,950]",900,950,925
"(0.354,0.404]",155,0.354,0.404,0.379,0.05,2.42111840049984,"(900,950]",900,950,925
"(0.404,0.454]",96,0.404,0.454,0.429,0.05,1.49953139643861,"(900,950]",900,950,925
"(0.454,0.504]",39,0.454,0.504,0.479,0.05,0.609184629803187,"(900,950]",900,950,925
"(0.504,0.554]",24,0.504,0.554,0.529,0.05,0.374882849109653,"(900,950]",900,950,925
"(0.554,0.604]",17,0.554,0.604,0.579,0.0499999999999999,0.265542018119338,"(900,950]",900,950,925
"(0.604,0.654]",8,0.604,0.654,0.629,0.05,0.124960949703218,"(900,950]",900,950,925
"(0.654,0.704]",5,0.654,0.704,0.679,0.0499999999999999,0.0781005935645112,"(900,950]",900,950,925
"(0.704,0.754]",1,0.704,0.754,0.729,0.05,0.0156201187129022,"(900,950]",900,950,925
"(0.754,0.804]",4,0.754,0.804,0.779,0.05,0.0624804748516088,"(900,950]",900,950,925
"(0.804,0.854]",2,0.804,0.854,0.829,0.0499999999999999,0.0312402374258045,"(900,950]",900,950,925
"(0.854,0.904]",2,0.854,0.904,0.879,0.05,0.0312402374258044,"(900,950]",900,950,925
"(0.904,0.954]",3,0.904,0.954,0.929,0.0499999999999999,0.0468603561387067,"(900,950]",900,950,925
"(0.954,1]",2,0.954,1,0.977,0.046,0.033956779810657,"(900,950]",900,950,925
"(1,1.05]",1,1,1.05,1.025,0.05,0.0156201187129022,"(900,950]",900,950,925
"(1.05,1.1]",1,1.05,1.1,1.075,0.05,0.0156201187129022,"(900,950]",900,950,925
"(1.1,1.15]",2,1.1,1.15,1.125,0.0499999999999998,0.0312402374258045,"(900,950]",900,950,925
"(1.2,1.25]",1,1.2,1.25,1.225,0.05,0.0156201187129022,"(900,950]",900,950,925
"(1.3,1.35]",1,1.3,1.35,1.325,0.05,0.0156201187129022,"(900,950]",900,950,925
"(1.35,1.4]",2,1.35,1.4,1.375,0.0499999999999998,0.0312402374258045,"(900,950]",900,950,925
"(1.4,1.45]",1,1.4,1.45,1.425,0.05,0.0156201187129022,"(900,950]",900,950,925
"(1.85,1.9]",1,1.85,1.9,1.875,0.0499999999999998,0.0156201187129023,"(900,950]",900,950,925
"(3.95,4]",1,3.95,4,3.975,0.0499999999999998,0.0156201187129023,"(900,950]",900,950,925
"(0.104,0.154]",100,0.104,0.154,0.129,0.05,1.42379155691607,"(950,1e+03]",950,1000,975
"(0.154,0.204]",50,0.154,0.204,0.179,0.05,0.711895778458034,"(950,1e+03]",950,1000,975
"(0.204,0.254]",100,0.204,0.254,0.229,0.05,1.42379155691607,"(950,1e+03]",950,1000,975
"(0.254,0.304]",150,0.254,0.304,0.279,0.05,2.1356873353741,"(950,1e+03]",950,1000,975
"(0.304,0.354]",149,0.304,0.354,0.329,0.05,2.12144941980494,"(950,1e+03]",950,1000,975
"(0.354,0.404]",168,0.354,0.404,0.379,0.05,2.39196981561899,"(950,1e+03]",950,1000,975
"(0.404,0.454]",100,0.404,0.454,0.429,0.05,1.42379155691607,"(950,1e+03]",950,1000,975
"(0.454,0.504]",52,0.454,0.504,0.479,0.05,0.740371609596355,"(950,1e+03]",950,1000,975
"(0.504,0.554]",41,0.504,0.554,0.529,0.05,0.583754538335587,"(950,1e+03]",950,1000,975
"(0.554,0.604]",22,0.554,0.604,0.579,0.0499999999999999,0.313234142521535,"(950,1e+03]",950,1000,975
"(0.604,0.654]",17,0.604,0.654,0.629,0.05,0.242044564675731,"(950,1e+03]",950,1000,975
"(0.654,0.704]",7,0.654,0.704,0.679,0.0499999999999999,0.0996654089841249,"(950,1e+03]",950,1000,975
"(0.704,0.754]",7,0.704,0.754,0.729,0.05,0.0996654089841246,"(950,1e+03]",950,1000,975
"(0.754,0.804]",4,0.754,0.804,0.779,0.05,0.0569516622766426,"(950,1e+03]",950,1000,975
"(0.854,0.904]",3,0.854,0.904,0.879,0.05,0.042713746707482,"(950,1e+03]",950,1000,975
"(0.954,1]",2,0.954,1,0.977,0.046,0.0309519903677406,"(950,1e+03]",950,1000,975
"(1.05,1.1]",1,1.05,1.1,1.075,0.05,0.0142379155691607,"(950,1e+03]",950,1000,975
"(1.15,1.2]",1,1.15,1.2,1.175,0.05,0.0142379155691607,"(950,1e+03]",950,1000,975
"(1.3,1.35]",1,1.3,1.35,1.325,0.05,0.0142379155691607,"(950,1e+03]",950,1000,975
"(1.55,1.6]",1,1.55,1.6,1.575,0.05,0.0142379155691607,"(950,1e+03]",950,1000,975
"(7.55,7.6]",1,7.55,7.6,7.575,0.0499999999999998,0.0142379155691607,"(950,1e+03]",950,1000,975
"(0.104,0.154]",20,0.104,0.154,0.129,0.05,1.56739811912226,"(1e+03,1.1e+03]",1000,1100,1050
"(0.154,0.204]",10,0.154,0.204,0.179,0.05,0.783699059561129,"(1e+03,1.1e+03]",1000,1100,1050
"(0.204,0.254]",20,0.204,0.254,0.229,0.05,1.56739811912226,"(1e+03,1.1e+03]",1000,1100,1050
"(0.254,0.304]",30,0.254,0.304,0.279,0.05,2.35109717868339,"(1e+03,1.1e+03]",1000,1100,1050
"(0.304,0.354]",29,0.304,0.354,0.329,0.05,2.27272727272727,"(1e+03,1.1e+03]",1000,1100,1050
"(0.354,0.404]",31,0.354,0.404,0.379,0.05,2.4294670846395,"(1e+03,1.1e+03]",1000,1100,1050
"(0.404,0.454]",24,0.404,0.454,0.429,0.05,1.88087774294671,"(1e+03,1.1e+03]",1000,1100,1050
